"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
36,"technician","divorced","secondary","no",664,"yes","yes","cellular",30,"jul",266,4,-1,0,"unknown"
40,"admin.","married","secondary","no",2,"yes","no","unknown",16,"may",29,1,-1,0,"unknown"
58,"retired","divorced","primary","no",720,"no","no","telephone",22,"may",250,1,94,4,"success"
37,"services","married","secondary","no",1776,"yes","yes","cellular",17,"apr",224,1,-1,0,"unknown"
38,"self-employed","married","tertiary","no",656,"yes","no","cellular",22,"aug",508,7,-1,0,"unknown"
24,"technician","single","tertiary","no",596,"yes","no","unknown",13,"may",451,1,-1,0,"unknown"
31,"services","married","secondary","no",238,"yes","yes","unknown",9,"may",156,2,-1,0,"unknown"
40,"student","married","secondary","no",260,"no","no","cellular",19,"nov",52,1,152,6,"failure"
46,"services","married","primary","no",830,"yes","yes","cellular",11,"jul",211,2,-1,0,"unknown"
45,"self-employed","married","tertiary","no",1265,"yes","no","cellular",6,"feb",79,2,-1,0,"unknown"
32,"entrepreneur","single","tertiary","no",6259,"yes","no","unknown",9,"may",230,2,-1,0,"unknown"
34,"technician","married","secondary","no",0,"yes","no","cellular",25,"jul",141,3,-1,0,"unknown"
48,"technician","married","secondary","no",7020,"no","no","cellular",6,"aug",80,2,-1,0,"unknown"
37,"services","single","secondary","no",1045,"no","no","cellular",4,"feb",301,1,-1,0,"unknown"
41,"technician","married","secondary","no",2123,"no","no","cellular",18,"nov",232,1,102,2,"failure"
34,"services","single","secondary","no",544,"yes","no","unknown",27,"may",257,2,-1,0,"unknown"
32,"admin.","married","tertiary","no",176,"yes","no","cellular",25,"jul",50,1,-1,0,"unknown"
34,"entrepreneur","married","secondary","no",1847,"yes","no","cellular",9,"apr",543,3,321,6,"failure"
36,"technician","married","secondary","no",452,"yes","no","unknown",26,"may",113,5,-1,0,"unknown"
44,"technician","single","secondary","no",696,"yes","no","unknown",16,"may",680,3,-1,0,"unknown"
48,"management","single","tertiary","no",940,"no","no","unknown",23,"jun",216,3,-1,0,"unknown"
38,"technician","single","tertiary","no",369,"no","no","cellular",7,"aug",365,8,-1,0,"unknown"
33,"technician","single","tertiary","no",231,"yes","no","unknown",27,"may",198,2,-1,0,"unknown"
34,"technician","married","secondary","no",1092,"no","no","unknown",23,"may",268,1,-1,0,"unknown"
41,"admin.","single","secondary","yes",0,"no","yes","cellular",21,"nov",305,6,-1,0,"unknown"
35,"management","single","tertiary","no",1494,"yes","no","cellular",6,"may",311,1,169,2,"success"
46,"blue-collar","married","primary","no",44,"no","yes","cellular",10,"jul",90,9,-1,0,"unknown"
45,"unemployed","married","primary","no",0,"yes","no","cellular",2,"feb",570,2,-1,0,"unknown"
42,"management","married","tertiary","no",255,"no","no","cellular",4,"aug",302,2,-1,0,"unknown"
47,"technician","married","secondary","no",3466,"yes","no","cellular",11,"jul",853,2,-1,0,"unknown"
54,"retired","divorced","secondary","no",13,"yes","no","cellular",15,"jul",197,2,-1,0,"unknown"
54,"self-employed","married","secondary","no",203,"yes","no","telephone",7,"jul",238,8,-1,0,"unknown"
53,"services","divorced","secondary","no",4554,"no","no","cellular",5,"feb",8,6,-1,0,"unknown"
60,"retired","married","tertiary","no",9397,"no","no","unknown",5,"jun",428,1,-1,0,"unknown"
46,"admin.","single","secondary","no",9326,"no","yes","unknown",9,"jun",105,1,-1,0,"unknown"
52,"blue-collar","married","primary","no",273,"yes","no","cellular",12,"aug",128,2,-1,0,"unknown"
28,"admin.","married","secondary","no",-97,"yes","no","cellular",29,"jan",79,1,225,2,"success"
48,"admin.","married","secondary","no",112,"no","no","cellular",18,"aug",139,5,-1,0,"unknown"
34,"blue-collar","married","primary","no",275,"yes","no","unknown",30,"may",170,1,-1,0,"unknown"
51,"blue-collar","married","secondary","no",2007,"yes","no","cellular",12,"aug",1226,3,-1,0,"unknown"
32,"self-employed","single","secondary","no",356,"yes","no","cellular",27,"aug",511,6,-1,0,"unknown"
54,"blue-collar","married","secondary","no",-10,"yes","no","cellular",21,"nov",490,2,-1,0,"unknown"
42,"blue-collar","single","secondary","no",419,"no","no","cellular",7,"jul",88,3,-1,0,"unknown"
51,"admin.","divorced","secondary","no",340,"yes","no","unknown",8,"may",186,1,-1,0,"unknown"
57,"technician","married","tertiary","no",6822,"no","no","cellular",7,"aug",797,2,-1,0,"unknown"
26,"admin.","single","secondary","no",66,"yes","no","cellular",14,"may",451,1,339,3,"failure"
47,"management","married","tertiary","no",0,"no","no","cellular",27,"oct",508,1,-1,0,"unknown"
27,"services","single","secondary","no",1820,"yes","no","cellular",17,"jul",1027,1,-1,0,"unknown"
36,"management","married","tertiary","no",3949,"no","no","cellular",28,"jan",130,2,-1,0,"unknown"
34,"admin.","married","secondary","no",1551,"yes","yes","cellular",8,"jul",188,2,82,4,"other"
40,"management","married","tertiary","no",-1737,"yes","yes","cellular",31,"jul",249,4,-1,0,"unknown"
29,"admin.","married","secondary","no",22171,"yes","no","cellular",18,"may",44,1,355,3,"failure"
43,"admin.","married","secondary","no",1113,"no","no","unknown",19,"jun",477,7,-1,0,"unknown"
56,"retired","divorced","primary","no",48,"yes","no","cellular",14,"may",132,2,-1,0,"unknown"
28,"management","single","secondary","no",1633,"no","no","cellular",8,"sep",233,1,95,1,"success"
62,"blue-collar","married","secondary","no",180,"no","no","cellular",14,"jan",183,1,90,4,"other"
30,"services","married","secondary","no",442,"yes","no","unknown",8,"may",137,2,-1,0,"unknown"
31,"technician","single","secondary","no",0,"no","no","cellular",29,"aug",213,4,-1,0,"unknown"
65,"management","married","unknown","no",2352,"no","no","cellular",8,"nov",354,3,188,13,"success"
24,"technician","single","secondary","no",-46,"yes","no","unknown",19,"may",23,1,-1,0,"unknown"
29,"management","married","tertiary","no",1441,"yes","no","cellular",30,"apr",185,1,85,2,"success"
31,"management","single","tertiary","no",30,"no","no","cellular",8,"aug",161,2,-1,0,"unknown"
33,"management","married","tertiary","no",52,"no","no","cellular",22,"aug",311,1,-1,0,"unknown"
51,"blue-collar","married","primary","no",0,"yes","no","cellular",10,"jul",324,1,-1,0,"unknown"
52,"self-employed","married","tertiary","no",1088,"yes","no","unknown",6,"jun",217,2,-1,0,"unknown"
43,"services","married","secondary","no",-45,"yes","yes","cellular",3,"feb",140,3,-1,0,"unknown"
33,"blue-collar","married","primary","no",716,"yes","no","unknown",7,"may",83,3,-1,0,"unknown"
60,"entrepreneur","married","primary","no",0,"no","no","unknown",18,"jun",201,1,-1,0,"unknown"
26,"blue-collar","single","secondary","no",535,"no","no","cellular",14,"aug",125,1,-1,0,"unknown"
47,"admin.","married","secondary","no",-245,"yes","no","cellular",17,"apr",91,1,-1,0,"unknown"
30,"admin.","married","secondary","no",122,"yes","no","unknown",16,"may",107,1,-1,0,"unknown"
34,"unemployed","married","secondary","no",1375,"no","no","cellular",21,"nov",148,1,-1,0,"unknown"
39,"blue-collar","single","secondary","no",649,"yes","no","cellular",15,"apr",668,1,-1,0,"unknown"
36,"management","married","tertiary","no",1133,"yes","no","cellular",4,"aug",293,1,181,2,"other"
29,"housemaid","married","primary","no",7,"no","yes","cellular",8,"jul",240,1,-1,0,"unknown"
61,"technician","married","primary","no",6384,"no","no","cellular",16,"oct",55,2,-1,0,"unknown"
36,"housemaid","married","secondary","no",556,"yes","no","cellular",7,"may",35,3,-1,0,"unknown"
60,"retired","married","secondary","no",926,"yes","no","unknown",13,"may",291,2,-1,0,"unknown"
59,"retired","married","secondary","no",1035,"yes","yes","cellular",1,"apr",126,2,239,1,"failure"
30,"services","married","tertiary","no",81,"no","no","cellular",22,"apr",145,1,-1,0,"unknown"
47,"blue-collar","married","secondary","no",1568,"yes","no","cellular",21,"may",226,3,91,8,"success"
31,"blue-collar","single","secondary","no",369,"yes","yes","unknown",27,"may",30,8,-1,0,"unknown"
29,"technician","single","secondary","no",323,"no","no","cellular",27,"aug",148,2,94,1,"other"
55,"management","divorced","tertiary","no",9756,"yes","no","cellular",5,"jun",103,2,95,1,"other"
35,"management","married","tertiary","no",641,"yes","no","cellular",12,"may",41,1,-1,0,"unknown"
33,"blue-collar","married","secondary","no",355,"yes","no","unknown",4,"jun",87,3,-1,0,"unknown"
45,"technician","married","secondary","no",6993,"yes","no","cellular",20,"nov",283,1,-1,0,"unknown"
40,"blue-collar","married","primary","no",104,"yes","no","cellular",13,"may",277,2,343,2,"failure"
38,"technician","married","secondary","no",0,"no","no","unknown",7,"may",55,1,-1,0,"unknown"
48,"housemaid","married","primary","no",469,"no","no","cellular",14,"aug",103,2,-1,0,"unknown"
55,"management","married","tertiary","no",16786,"no","no","cellular",18,"nov",90,1,-1,0,"unknown"
31,"self-employed","single","tertiary","no",120,"yes","no","unknown",8,"may",239,2,-1,0,"unknown"
49,"blue-collar","married","secondary","no",134,"yes","yes","unknown",27,"may",265,2,-1,0,"unknown"
31,"blue-collar","single","secondary","no",1139,"yes","no","cellular",22,"jul",101,1,-1,0,"unknown"
32,"blue-collar","married","secondary","no",23,"yes","no","unknown",16,"may",77,1,-1,0,"unknown"
31,"technician","married","secondary","no",4,"no","no","unknown",20,"may",199,4,-1,0,"unknown"
45,"blue-collar","married","tertiary","no",47,"yes","no","cellular",28,"jan",1972,2,-1,0,"unknown"
57,"management","married","tertiary","no",1631,"yes","no","cellular",2,"apr",254,2,261,3,"failure"
35,"management","single","tertiary","no",14,"no","no","cellular",7,"jul",167,2,-1,0,"unknown"
56,"management","married","tertiary","no",-6,"no","no","telephone",31,"jul",29,16,-1,0,"unknown"
35,"unemployed","single","secondary","no",2116,"yes","no","cellular",13,"may",409,2,-1,0,"unknown"
31,"technician","single","secondary","no",-423,"yes","no","cellular",8,"may",103,6,-1,0,"unknown"
49,"admin.","married","secondary","no",1096,"yes","no","cellular",17,"apr",609,1,303,5,"failure"
31,"blue-collar","married","secondary","no",1529,"yes","no","unknown",2,"jun",231,8,-1,0,"unknown"
47,"blue-collar","married","primary","no",362,"yes","no","cellular",18,"aug",111,8,-1,0,"unknown"
43,"blue-collar","married","secondary","no",699,"yes","yes","cellular",20,"nov",1258,2,122,2,"other"
37,"services","married","secondary","no",1543,"yes","no","cellular",16,"feb",138,2,-1,0,"unknown"
30,"services","married","tertiary","no",1019,"no","no","cellular",4,"feb",155,1,234,1,"other"
36,"unemployed","married","secondary","no",533,"yes","no","cellular",2,"feb",619,1,272,1,"failure"
34,"technician","divorced","secondary","no",1301,"yes","no","cellular",25,"jul",124,2,-1,0,"unknown"
39,"services","single","tertiary","no",410,"no","no","unknown",19,"jun",266,4,-1,0,"unknown"
48,"management","married","tertiary","no",3842,"no","no","cellular",1,"jun",215,2,-1,0,"unknown"
40,"blue-collar","single","primary","no",446,"yes","no","cellular",8,"apr",594,4,331,1,"failure"
53,"technician","single","tertiary","no",1,"no","no","cellular",21,"aug",190,1,-1,0,"unknown"
58,"admin.","married","secondary","no",855,"no","no","cellular",14,"aug",81,2,-1,0,"unknown"
58,"entrepreneur","divorced","secondary","no",0,"yes","no","cellular",7,"may",270,3,-1,0,"unknown"
51,"management","married","tertiary","no",346,"no","no","cellular",12,"feb",122,1,92,5,"success"
31,"management","single","tertiary","no",34,"yes","no","cellular",28,"jul",127,4,-1,0,"unknown"
50,"admin.","divorced","secondary","no",-194,"yes","no","cellular",13,"apr",238,2,-1,0,"unknown"
36,"admin.","single","secondary","no",587,"yes","no","cellular",13,"apr",239,3,-1,0,"unknown"
26,"blue-collar","divorced","secondary","no",0,"yes","no","unknown",19,"may",48,3,-1,0,"unknown"
30,"management","married","unknown","no",385,"no","no","cellular",26,"may",56,2,97,2,"other"
55,"technician","married","unknown","no",4746,"yes","no","unknown",23,"may",288,3,-1,0,"unknown"
33,"blue-collar","married","secondary","no",467,"yes","no","unknown",21,"may",494,2,-1,0,"unknown"
44,"technician","divorced","secondary","no",14,"no","no","cellular",13,"aug",234,1,-1,0,"unknown"
45,"blue-collar","married","primary","no",377,"no","no","cellular",28,"aug",26,23,-1,0,"unknown"
47,"management","divorced","tertiary","no",2515,"no","no","unknown",20,"jun",40,3,-1,0,"unknown"
31,"management","single","tertiary","no",0,"yes","no","cellular",28,"jul",117,3,-1,0,"unknown"
31,"technician","single","tertiary","no",3729,"yes","no","cellular",5,"feb",176,2,8,10,"other"
42,"technician","divorced","tertiary","no",7190,"yes","no","cellular",29,"jul",375,2,-1,0,"unknown"
30,"blue-collar","married","secondary","no",253,"yes","no","unknown",23,"may",160,2,-1,0,"unknown"
52,"services","married","secondary","no",540,"yes","no","cellular",11,"may",154,2,340,2,"failure"
34,"technician","single","tertiary","no",925,"yes","no","cellular",13,"apr",709,1,-1,0,"unknown"
29,"technician","single","secondary","no",6,"no","no","cellular",25,"may",315,1,-1,0,"unknown"
46,"unemployed","married","primary","no",641,"yes","no","unknown",19,"jun",201,1,-1,0,"unknown"
27,"student","single","secondary","no",585,"no","no","cellular",28,"jan",180,3,-1,0,"unknown"
27,"student","married","tertiary","no",659,"yes","no","unknown",9,"may",111,2,-1,0,"unknown"
59,"management","married","tertiary","no",1308,"no","no","cellular",30,"jul",183,4,-1,0,"unknown"
58,"self-employed","married","tertiary","no",8014,"yes","no","unknown",19,"may",65,3,-1,0,"unknown"
82,"retired","divorced","primary","no",0,"no","no","cellular",6,"aug",381,3,295,1,"failure"
29,"admin.","married","tertiary","no",238,"no","no","cellular",25,"may",344,2,88,1,"failure"
54,"technician","married","unknown","no",2564,"no","no","unknown",12,"jun",134,1,-1,0,"unknown"
48,"technician","married","tertiary","no",58,"yes","no","cellular",12,"jun",110,2,-1,0,"unknown"
56,"unknown","married","unknown","no",778,"no","no","unknown",20,"jun",32,4,-1,0,"unknown"
39,"entrepreneur","married","tertiary","no",5848,"yes","no","cellular",19,"nov",55,1,-1,0,"unknown"
27,"self-employed","single","tertiary","no",168,"no","no","cellular",13,"may",271,1,182,2,"success"
31,"management","single","secondary","yes",0,"no","no","cellular",11,"feb",112,4,85,2,"failure"
46,"entrepreneur","married","secondary","no",212,"yes","no","cellular",5,"may",332,1,-1,0,"unknown"
35,"technician","married","secondary","no",2789,"yes","no","cellular",4,"sep",256,2,94,1,"failure"
33,"management","married","tertiary","no",415,"no","no","cellular",4,"may",75,5,167,1,"other"
33,"management","single","tertiary","no",372,"yes","yes","cellular",6,"may",155,1,-1,0,"unknown"
29,"admin.","single","secondary","no",345,"no","no","cellular",11,"mar",60,3,-1,0,"unknown"
39,"blue-collar","married","secondary","no",0,"no","no","unknown",16,"jun",289,1,-1,0,"unknown"
49,"technician","married","secondary","no",307,"no","no","cellular",9,"dec",854,1,-1,0,"unknown"
47,"services","single","secondary","no",591,"no","no","cellular",29,"jul",397,1,-1,0,"unknown"
31,"housemaid","single","secondary","no",49,"yes","no","cellular",8,"may",187,3,360,2,"failure"
41,"technician","single","unknown","no",3652,"yes","no","cellular",12,"may",127,1,363,2,"success"
45,"management","married","tertiary","no",54,"yes","no","telephone",13,"may",107,3,-1,0,"unknown"
53,"services","single","secondary","no",725,"yes","no","unknown",16,"jun",227,4,-1,0,"unknown"
46,"entrepreneur","married","secondary","no",122,"no","no","cellular",5,"feb",178,7,-1,0,"unknown"
45,"blue-collar","married","secondary","no",-35,"yes","yes","unknown",20,"jun",145,24,-1,0,"unknown"
52,"blue-collar","married","secondary","no",2230,"no","no","cellular",29,"oct",423,3,-1,0,"unknown"
40,"management","married","tertiary","no",198,"yes","no","cellular",18,"may",214,5,364,8,"failure"
45,"blue-collar","married","primary","no",412,"yes","no","telephone",4,"feb",45,5,265,13,"failure"
53,"management","married","tertiary","no",3443,"yes","no","unknown",28,"may",48,2,-1,0,"unknown"
29,"technician","divorced","secondary","no",124,"no","no","unknown",27,"may",125,1,-1,0,"unknown"
39,"admin.","divorced","secondary","no",2903,"yes","yes","telephone",25,"jul",259,2,-1,0,"unknown"
40,"admin.","married","primary","no",1314,"yes","no","unknown",29,"may",284,1,-1,0,"unknown"
42,"management","married","tertiary","no",1162,"yes","no","cellular",13,"may",406,5,364,1,"other"
22,"student","single","secondary","no",216,"no","no","cellular",6,"aug",178,1,179,2,"success"
34,"self-employed","married","tertiary","no",442,"yes","no","cellular",30,"apr",69,1,164,2,"other"
46,"blue-collar","married","unknown","no",9328,"yes","no","cellular",5,"may",725,3,-1,0,"unknown"
