"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
53,"technician","married","tertiary","no",476,"yes","no","cellular",28,"jan",160,1,-1,0,"unknown","no"
39,"admin.","married","secondary","no",563,"yes","no","cellular",4,"may",190,3,-1,0,"unknown","no"
41,"blue-collar","divorced","secondary","no",-333,"yes","no","cellular",30,"jan",118,3,270,2,"failure","no"
54,"admin.","married","secondary","no",0,"no","no","cellular",28,"jan",161,1,98,2,"failure","yes"
32,"self-employed","single","tertiary","no",4024,"yes","no","cellular",2,"jul",150,1,-1,0,"unknown","no"
36,"management","single","tertiary","no",2745,"yes","no","cellular",8,"aug",306,3,-1,0,"unknown","no"
34,"services","married","secondary","no",-211,"yes","no","unknown",4,"jun",16,8,-1,0,"unknown","no"
37,"management","married","tertiary","no",478,"no","no","cellular",8,"aug",95,2,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",1161,"yes","yes","unknown",16,"may",292,8,-1,0,"unknown","no"
38,"management","married","secondary","no",1574,"no","no","unknown",5,"jun",636,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",-202,"yes","yes","cellular",30,"jul",225,4,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",-446,"no","no","unknown",3,"jun",180,1,-1,0,"unknown","no"
36,"blue-collar","divorced","primary","no",3202,"yes","no","unknown",21,"may",290,2,-1,0,"unknown","no"
33,"technician","married","secondary","no",168,"yes","no","unknown",26,"may",238,2,-1,0,"unknown","no"
55,"technician","married","unknown","no",84,"yes","no","unknown",8,"may",166,1,-1,0,"unknown","no"
49,"unemployed","married","secondary","no",4110,"no","no","unknown",17,"jun",50,2,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",2519,"yes","no","unknown",15,"may",262,4,-1,0,"unknown","no"
21,"unemployed","single","secondary","no",280,"no","no","cellular",11,"aug",280,2,-1,0,"unknown","no"
41,"technician","married","tertiary","no",63,"no","no","cellular",25,"aug",36,3,-1,0,"unknown","no"
30,"technician","married","tertiary","no",8351,"no","no","cellular",11,"aug",345,3,-1,0,"unknown","no"
26,"services","single","secondary","no",0,"yes","no","cellular",15,"may",23,8,-1,0,"unknown","no"
58,"retired","married","primary","no",1241,"no","no","cellular",18,"aug",194,2,-1,0,"unknown","yes"
52,"blue-collar","married","secondary","no",8979,"yes","no","telephone",20,"nov",72,3,-1,0,"unknown","no"
53,"admin.","married","unknown","no",0,"no","no","cellular",19,"aug",160,3,-1,0,"unknown","no"
58,"housemaid","married","primary","no",422,"no","no","unknown",9,"jun",183,1,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",9680,"no","no","cellular",7,"aug",89,4,-1,0,"unknown","no"
42,"technician","married","tertiary","no",13410,"no","yes","cellular",14,"aug",149,2,-1,0,"unknown","no"
48,"management","married","tertiary","no",2498,"no","no","cellular",14,"aug",98,2,-1,0,"unknown","no"
53,"management","married","primary","no",995,"no","no","cellular",4,"feb",200,3,-1,0,"unknown","no"
32,"technician","married","secondary","no",616,"yes","no","cellular",27,"aug",118,7,-1,0,"unknown","no"
37,"technician","married","secondary","no",275,"yes","no","unknown",5,"may",132,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",0,"no","no","cellular",28,"aug",38,16,-1,0,"unknown","no"
53,"technician","married","secondary","no",180,"no","yes","cellular",19,"aug",58,2,-1,0,"unknown","no"
43,"admin.","married","primary","no",15,"yes","no","unknown",13,"may",304,2,-1,0,"unknown","no"
34,"entrepreneur","married","tertiary","no",475,"yes","yes","cellular",9,"jul",1156,1,-1,0,"unknown","no"
59,"retired","divorced","secondary","no",1,"no","no","cellular",19,"aug",335,1,-1,0,"unknown","yes"
57,"management","married","tertiary","no",929,"no","no","cellular",19,"aug",387,8,-1,0,"unknown","no"
39,"blue-collar","single","primary","no",1790,"yes","no","unknown",4,"jun",229,6,-1,0,"unknown","no"
35,"services","married","secondary","no",819,"yes","no","telephone",14,"jul",102,14,-1,0,"unknown","no"
33,"unemployed","single","tertiary","no",157,"yes","no","unknown",26,"may",897,5,-1,0,"unknown","no"
42,"management","single","secondary","no",9720,"no","no","cellular",5,"aug",81,2,-1,0,"unknown","no"
32,"student","single","tertiary","no",1138,"no","no","telephone",10,"feb",402,3,-1,0,"unknown","yes"
51,"blue-collar","married","primary","no",42,"yes","no","cellular",12,"may",51,2,342,3,"failure","no"
42,"management","married","tertiary","no",520,"no","no","cellular",4,"nov",158,1,-1,0,"unknown","no"
37,"admin.","married","tertiary","no",29,"no","no","cellular",14,"may",404,2,183,2,"other","yes"
32,"management","single","tertiary","no",17,"no","no","cellular",22,"aug",72,4,-1,0,"unknown","no"
78,"retired","divorced","primary","no",4917,"no","no","cellular",29,"dec",195,2,-1,0,"unknown","no"
31,"services","single","secondary","no",334,"no","no","unknown",28,"jun",54,1,-1,0,"unknown","no"
31,"management","single","tertiary","no",8436,"yes","no","cellular",19,"nov",162,2,-1,0,"unknown","no"
33,"technician","married","secondary","no",5083,"no","no","cellular",27,"oct",161,1,96,2,"other","no"
58,"retired","divorced","tertiary","no",2086,"yes","no","cellular",29,"jul",194,2,-1,0,"unknown","no"
32,"technician","single","unknown","no",491,"no","no","cellular",8,"oct",251,2,91,7,"success","yes"
30,"technician","single","secondary","yes",28,"yes","no","cellular",15,"may",778,5,301,1,"failure","no"
40,"blue-collar","married","unknown","no",247,"yes","no","cellular",18,"may",77,3,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",117,"no","yes","cellular",24,"jul",164,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",0,"yes","no","unknown",30,"jun",780,3,-1,0,"unknown","no"
36,"admin.","single","secondary","no",133,"no","no","cellular",30,"jan",632,3,228,14,"other","no"
53,"self-employed","married","tertiary","no",4675,"yes","no","cellular",29,"jul",60,4,-1,0,"unknown","no"
26,"technician","single","secondary","no",24299,"yes","no","unknown",13,"may",704,1,-1,0,"unknown","no"
27,"management","single","secondary","no",924,"yes","no","cellular",3,"feb",84,1,-1,0,"unknown","no"
47,"technician","divorced","secondary","no",1013,"no","no","cellular",15,"jun",54,3,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",205,"no","no","cellular",7,"aug",239,2,-1,0,"unknown","no"
52,"entrepreneur","divorced","secondary","no",302,"no","no","unknown",19,"jun",169,2,-1,0,"unknown","no"
43,"entrepreneur","married","secondary","no",556,"yes","no","cellular",17,"jul",317,1,-1,0,"unknown","no"
28,"services","married","secondary","no",72,"no","yes","cellular",10,"jul",418,4,-1,0,"unknown","no"
64,"retired","married","primary","no",1977,"no","no","cellular",24,"feb",160,2,-1,0,"unknown","no"
27,"blue-collar","married","primary","no",1535,"yes","no","cellular",15,"may",238,1,-1,0,"unknown","no"
26,"admin.","married","secondary","no",2469,"no","no","cellular",16,"jul",136,8,-1,0,"unknown","no"
41,"unemployed","divorced","secondary","no",1281,"no","no","cellular",31,"jul",45,3,-1,0,"unknown","no"
30,"management","single","secondary","yes",-985,"no","no","telephone",24,"jul",28,4,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",243,"no","no","cellular",21,"nov",46,1,163,1,"other","no"
33,"technician","single","tertiary","no",1636,"yes","no","cellular",4,"may",592,1,66,1,"success","yes"
39,"management","divorced","tertiary","no",115,"no","no","cellular",29,"aug",345,2,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",780,"yes","no","cellular",15,"may",432,3,-1,0,"unknown","no"
48,"management","married","tertiary","no",1167,"yes","yes","cellular",1,"jun",264,1,-1,0,"unknown","yes"
26,"management","single","tertiary","no",1027,"no","no","cellular",23,"sep",744,1,-1,0,"unknown","yes"
36,"entrepreneur","married","tertiary","no",271,"yes","no","unknown",27,"may",322,2,-1,0,"unknown","no"
34,"admin.","married","secondary","no",50,"yes","no","unknown",20,"may",89,2,-1,0,"unknown","no"
38,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",66,2,-1,0,"unknown","no"
39,"services","married","tertiary","no",16,"no","no","unknown",19,"jun",32,1,-1,0,"unknown","no"
43,"admin.","married","secondary","no",257,"no","no","cellular",29,"aug",186,6,-1,0,"unknown","no"
31,"management","married","tertiary","no",1032,"no","no","cellular",7,"jul",284,1,-1,0,"unknown","yes"
28,"blue-collar","single","secondary","no",339,"yes","no","cellular",10,"jul",353,1,-1,0,"unknown","no"
39,"blue-collar","single","unknown","no",10,"yes","no","telephone",15,"may",23,3,346,10,"failure","no"
37,"blue-collar","married","secondary","no",56,"yes","no","cellular",20,"apr",46,2,285,1,"failure","no"
41,"entrepreneur","divorced","secondary","no",-29,"yes","no","cellular",10,"jul",188,1,-1,0,"unknown","no"
38,"management","single","tertiary","no",673,"yes","no","unknown",7,"may",184,1,-1,0,"unknown","no"
48,"management","married","tertiary","no",866,"no","no","cellular",29,"jan",146,2,-1,0,"unknown","no"
35,"technician","single","tertiary","no",4,"yes","no","cellular",24,"jul",155,1,-1,0,"unknown","no"
58,"retired","married","unknown","no",-230,"no","yes","cellular",8,"jul",133,2,-1,0,"unknown","no"
36,"entrepreneur","married","tertiary","no",1423,"yes","no","unknown",29,"may",193,1,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",255,"yes","no","cellular",17,"jul",180,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",0,"no","no","cellular",21,"aug",89,2,-1,0,"unknown","no"
57,"self-employed","single","primary","no",6056,"yes","no","cellular",21,"nov",18,5,-1,0,"unknown","no"
27,"management","single","tertiary","no",170,"no","no","cellular",29,"jan",76,2,-1,0,"unknown","no"
49,"technician","single","secondary","no",1377,"no","no","cellular",5,"aug",935,1,-1,0,"unknown","yes"
29,"student","single","secondary","no",1925,"no","no","cellular",21,"oct",150,3,149,5,"success","yes"
37,"student","single","secondary","no",681,"no","no","cellular",5,"feb",187,1,8,1,"other","no"
67,"retired","married","primary","no",10776,"no","no","telephone",14,"aug",176,2,99,17,"other","no"
44,"technician","divorced","secondary","no",303,"yes","yes","unknown",3,"jul",51,1,-1,0,"unknown","no"
30,"student","single","secondary","no",314,"no","no","cellular",29,"jun",189,1,204,6,"success","no"
54,"entrepreneur","married","tertiary","no",84,"no","no","cellular",29,"jul",34,2,-1,0,"unknown","no"
31,"technician","single","tertiary","no",426,"yes","no","unknown",23,"may",82,7,-1,0,"unknown","no"
34,"services","single","secondary","no",528,"yes","no","cellular",2,"sep",121,3,100,5,"other","yes"
34,"admin.","single","secondary","no",557,"no","no","cellular",17,"nov",224,1,-1,0,"unknown","yes"
39,"technician","single","tertiary","no",2617,"yes","no","unknown",2,"jun",164,2,-1,0,"unknown","no"
33,"self-employed","single","tertiary","no",9670,"no","no","cellular",20,"nov",204,1,-1,0,"unknown","no"
30,"blue-collar","single","secondary","no",971,"yes","no","cellular",17,"apr",283,1,317,2,"other","no"
29,"management","single","tertiary","no",0,"yes","no","unknown",5,"may",363,1,-1,0,"unknown","no"
40,"self-employed","single","tertiary","no",819,"no","no","cellular",30,"jul",100,3,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",1738,"yes","no","cellular",15,"apr",349,1,-1,0,"unknown","no"
53,"self-employed","married","tertiary","no",2013,"no","no","cellular",19,"aug",268,14,-1,0,"unknown","no"
34,"services","married","secondary","no",-99,"yes","yes","cellular",7,"may",258,2,-1,0,"unknown","no"
46,"admin.","single","secondary","no",-976,"yes","yes","cellular",14,"may",111,1,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1527,"yes","no","cellular",18,"jun",140,2,-1,0,"unknown","no"
54,"housemaid","married","unknown","no",0,"no","no","cellular",6,"aug",189,2,-1,0,"unknown","no"
35,"blue-collar","single","secondary","no",0,"yes","no","cellular",11,"may",371,1,305,1,"failure","no"
31,"blue-collar","married","secondary","no",1131,"yes","yes","cellular",15,"apr",126,1,148,6,"failure","no"
32,"technician","married","secondary","no",95,"no","yes","cellular",18,"jul",308,2,-1,0,"unknown","no"
32,"services","married","secondary","no",118,"yes","no","cellular",15,"may",20,6,-1,0,"unknown","no"
31,"technician","single","secondary","no",391,"no","no","cellular",13,"aug",336,2,-1,0,"unknown","no"
29,"technician","single","secondary","no",-247,"no","yes","cellular",22,"jul",211,1,-1,0,"unknown","no"
35,"management","married","secondary","no",724,"yes","no","cellular",18,"oct",102,3,96,3,"success","no"
39,"services","single","secondary","no",300,"yes","yes","unknown",28,"may",180,2,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",0,"no","no","unknown",3,"jul",746,4,-1,0,"unknown","no"
44,"admin.","single","secondary","no",275,"yes","no","cellular",14,"may",7,5,367,4,"failure","no"
48,"management","single","tertiary","no",336,"yes","no","cellular",18,"may",17,1,369,4,"other","no"
32,"self-employed","single","tertiary","no",-359,"yes","no","cellular",9,"feb",122,3,-1,0,"unknown","no"
33,"management","married","secondary","no",171,"no","no","cellular",18,"jul",100,4,-1,0,"unknown","no"
37,"management","married","tertiary","no",216,"yes","no","cellular",23,"jul",408,3,-1,0,"unknown","no"
52,"entrepreneur","married","primary","no",657,"no","no","telephone",7,"dec",91,2,217,1,"other","no"
31,"blue-collar","single","secondary","no",-219,"yes","no","unknown",30,"may",66,2,-1,0,"unknown","no"
48,"technician","married","secondary","no",720,"yes","no","unknown",8,"may",177,3,-1,0,"unknown","no"
47,"management","married","unknown","no",0,"no","no","unknown",12,"jun",77,3,-1,0,"unknown","no"
38,"management","married","secondary","no",93,"no","no","unknown",3,"jul",515,2,-1,0,"unknown","no"
47,"technician","married","secondary","no",503,"yes","no","unknown",6,"may",109,2,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",844,"yes","no","unknown",27,"may",157,2,-1,0,"unknown","no"
32,"technician","married","secondary","no",-796,"yes","yes","cellular",21,"jul",80,3,-1,0,"unknown","no"
30,"management","married","tertiary","no",2694,"no","no","cellular",3,"jun",192,1,-1,0,"unknown","no"
61,"management","married","tertiary","no",2931,"no","no","cellular",6,"oct",125,1,-1,0,"unknown","no"
26,"management","single","tertiary","no",690,"no","no","cellular",5,"feb",76,3,-1,0,"unknown","no"
32,"admin.","single","secondary","no",1466,"yes","no","unknown",12,"may",264,2,-1,0,"unknown","no"
37,"technician","divorced","secondary","no",-230,"yes","yes","unknown",28,"may",224,2,-1,0,"unknown","no"
54,"blue-collar","married","primary","no",3170,"yes","no","unknown",27,"may",62,4,-1,0,"unknown","no"
36,"technician","married","tertiary","no",1731,"yes","no","cellular",3,"jun",74,3,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",2499,"yes","no","unknown",16,"may",42,3,-1,0,"unknown","no"
47,"services","married","primary","no",206,"no","no","cellular",11,"aug",71,3,-1,0,"unknown","no"
47,"technician","married","secondary","no",0,"yes","no","cellular",25,"may",234,1,-1,0,"unknown","no"
23,"services","single","secondary","no",-39,"yes","yes","unknown",9,"may",142,2,-1,0,"unknown","no"
32,"technician","married","secondary","no",374,"no","no","cellular",6,"aug",119,6,-1,0,"unknown","no"
53,"unemployed","married","secondary","yes",-233,"yes","no","cellular",11,"may",133,3,-1,0,"unknown","no"
65,"unknown","married","unknown","no",300,"no","no","cellular",12,"jan",105,1,-1,0,"unknown","no"
28,"technician","single","secondary","no",216,"yes","no","unknown",13,"may",66,1,-1,0,"unknown","no"
30,"services","single","tertiary","no",-477,"no","yes","cellular",21,"aug",1532,2,-1,0,"unknown","yes"
41,"services","married","secondary","no",96,"yes","no","unknown",30,"may",136,2,-1,0,"unknown","no"
32,"management","married","tertiary","no",1041,"yes","no","cellular",18,"may",577,2,-1,0,"unknown","no"
33,"self-employed","married","tertiary","no",-355,"yes","no","unknown",23,"may",911,2,-1,0,"unknown","no"
34,"management","single","tertiary","no",4348,"yes","no","cellular",28,"aug",373,8,-1,0,"unknown","no"
27,"technician","married","secondary","no",-392,"yes","no","cellular",23,"jul",228,2,-1,0,"unknown","yes"
45,"technician","married","secondary","no",1,"yes","no","cellular",17,"nov",433,1,-1,0,"unknown","no"
27,"management","single","tertiary","no",185,"no","no","cellular",31,"oct",18,1,-1,0,"unknown","no"
27,"management","married","tertiary","no",54,"yes","yes","cellular",7,"jul",72,1,-1,0,"unknown","no"
